article_id,sentence_number,purepecha,spanish
2025480,14,"3Ini artikulu jimbo, úranchi jauaka Tata Diosïiri Karakatani parachi mókuantani arini tʼámu kurhamarhikuechani: 1) ¿Náki kualidadiichani uétarhinchaasïni parakarini konseju marhuauaka?, 2) ¿Néni uaa kurhakuni ambakiti konseju ma?, 3) ¿Néna uaa xarhatani eskani sési jimbo uétarhinchaxaka konseju ma",4.¿Qué cualidades necesitamos si queremos beneficiarnos de los consejos que recibamos?
2025480,15,ka 4) ¿Andisïni no jatsi parani máteruechani kurhamarhiani ambe uaa ji?,"4Para beneficiarnos de los buenos consejos que recibamos, tenemos que serhumildesymodestos.Debemos admitir que a menudo tomaremos mejores decisiones si le pedimos consejo a alguien que tenga más experiencia o sepa más que nosotros"
2025480,16,4.¿Náki kualidadiichanchi jatsiski para xarhataani engachi uéjka eskajtsïni marhuacheaka konsejuecha?,"Sin estas cualidades, Jehová no podrá ayudarnos y, entonces, no veremos la necesidad de aplicar los consejos que leamos en su Palabra (Miq"
2025480,17,"4Parajtsïni marhuacheni konseju ma, jatsiskachi parakaxumbitiinikajiókuarhini eskachi no iámindu ambe míteska.Ísï jimbo, parajtsïni sési uérachini ambe ma, jatsiskachi para imani kʼuiripueni kurhakuni konseju ma enga sánderu ambe míteka eska jucha","Pero, si somos humildes, tendremos losoídos abiertos a cualquier consejo que venga de la Biblia."
2025480,18,Engachi no xarhatauaka indeni kualidadiichani Tata Diosï Jeobajtsïni no uaati jarhuatani ka sánderu úkua jukaati ísï úni eskaksï Biblieri konsejuecha na uandajka (Miq,5.¿Por qué podría haberse vuelto orgulloso el rey David?
2025480,19,"Joperu engachi kaxumbitiiska, sánderuchi jingontku jauaka parachi ísï úni eska Biblia na uandajka.","5Veamos lo que podemos aprender del ejemplo del rey David, que fue humilde a pesar de sus logros y habilidades"
2025480,20,5.¿Ambe ka ambe jimbo úpirini kʼéramakuarhini rei Dabidi?,"Muchos años antes de ser rey, ya era un músico famoso, y hasta tocaba delante del rey Saúl (1 Sam"
2025480,21,"5Iásï, ju je exeni ambechi uaa jorhenguarhini rei Dabidiiri ambe","Cuando Jehová lo eligió para que fuera el siguiente rey, lo llenó de poder con su espíritu santo (1 Sam"
2025480,22,Ima kaxumbitiispti nájkiruka uánikua ambe úpkia ka mámaru ambe jorhenani úni,"Y el pueblo lo aclamaba porque había derrotado a muchísimos enemigos, como Goliat, el gigante filisteo (1 Sam"
2025480,23,"Ante de reini, ima kánikua sési kústasïreendi ka asta kústakusïreendi rei Saúlini (1 Sam","17:37,50;18:7)"
2025480,24,"Ísï jimbo, enga Tata Diosï Jeoba erakupka paraka reipiringa, íntskuspti uinhapikua imeeri espiritu santu jimbo (1 Sam","Si hubiera sido orgulloso, David podría haber pensado: “Con todo lo que he logrado en mi vida, no necesito que nadie me dé consejos”"
2025480,25,"Ka enga ireta exeenga Dabidini, k’éri ambe arhisïreendi jimboka ima uándikuspka Goliatini, achamasïni ma enga kánikua iójtarhapka ka Filistea anapueni (1 Sam",Pero él no era así.
2025480,26,"17:37,50;18:7)",6.¿Cómo sabemos que David aceptaba con gusto que le dieran consejos
2025480,27,Joperu Dabidi no méni kʼéramakuarhispti nijtu eratsepi: “No uétarhinchasïnga eskarini nema konseju íntskuaka jimbokani uánikua ambe úskia”.,(Vea también la imagen).
2025480,28,6.¿Nénachi míteski eska Dabidi jiókuarhiasïreenga imani konsejuechani enga intsïnhauenga,"6Cuando David ya era rey, se rodeó de hombres de confianza para que le dieran consejos (1 Crón"
2025480,29,(Ístu exe je imajenini).,"Y no es de extrañar, porque él siempre había estado dispuesto a escuchar buenos consejos, sin importar que se los diera un hombre o una mujer"
2025480,30,"6Enga Dabidi na reiipkia, imani achamasïicha jingoni kúnguarhisïreendi engaksï ambakiti amiguepka ka engaksï ambarhati konsejuecha íntsaapiringa (1 Crón","Eso fue lo que pasó con Abigaíl, la esposa de un hombre arrogante, egoísta y desagradecido llamado Nabal"
2025480,31,"Na uéjki acheeti o uarhiiti ma íntskuni konseju ma, méntkisï jingontku kurhajchaasïreendi","David fue humilde e hizo caso de lo que ella le dijo, y gracias a eso evitó cometer un terrible error (1 Sam"
2025480,32,"Ka ísïsï úpti Abigaíli jingoni, enga Nabaliiri témbeepka, achamasï ma enga kʼéramakuarhienga, iámu ambe mínguarhini ka enga no ma ambe agradeseriuenga","25:2, 3,21-25,32-34)."
2025480,33,Joperu Dabidi kaxumbitiispti ka ísï úspti eska Abigaíli na arhipka ka inde ambe jarhuataspti paraka Dabidino no sési ambe niátapiringa (1 Sam,El rey David fue humilde e hizo caso del consejo de Abigaíl
2025480,34,"25:2, 3,21-25,32-34).",(Vea el párrafo 6).
2025480,35,"Rei Dabidi kaxumbitiispti, jimbosï kasu úpti Abigaíliiri konsejuni",7.¿Qué lecciones nos enseña el ejemplo de David
2025480,36,(Exe je párrafu 6).,(Eclesiastés 4:13; vea también las imágenes).
2025480,37,7.¿Ambechi jorhenguarhisïni Dabidiiri ambe,7¿Qué lecciones nos enseña el ejemplo de David
2025480,38,(Eclesiastés 4:13; ístu exea je imajeniichani).,"Por un lado, que aunquetengamos mucho talento y cierta autoridad no debemos pensar que ya lo sabemos todo y que no necesitamos que nadie nos aconseje"
2025480,39,7Mámaru ambechi jorhenguarhisïnga Dabidiiri ambe,"Por otro lado, tenemos que estar dispuestos a escuchar cualquier buen consejo, sin importar de quién venga(leaEclesiastés 4:13).Así será más probable que no cometamos graves errores que nos hagan daño a nosotros o a otras personas."
2025480,40,"Ísï eska ima, nóchi jatsiska para eratseni eskachi iámindu ambe míteskia o eskachi no uétarhinchasïnga eskajtsïni nema konseju íntskuaka jimbokachi uánikua ambe jorhenaska úni o juramukua jatsini","Tenemos que estar dispuestos a escuchar cualquier buen consejo, sin importar de quién venga"
2025480,41,"Ka ístu jatsiskachi para kurhajchaani imani konsejuechani engajtsïni máteruecha íntsauaka no arhiparini né uéjkijtsïni íntsaani(arhinta jeEclesiastés 4:13).Engachi ísï úska, nóchi no sési ambe úkuarhinchaaka níjtu máteruechani no sési úkuani.",(Vea el párrafo 7).c
2025480,42,"Né uéjkijtsïni íntskuni konseju ma, jatsiskachi para jingontku kurhaani",8.¿Por qué hizo bien David en buscar el consejo de Jonatán?
2025480,43,(Exe je párrafu 7).c,8Veamos otra lección que nos enseña el ejemplo de David
2025480,44,8.¿Andisï sési japi enga Dabidi Jonatánini nípka jirinhantani para konseju kurhakuni?,Él escuchaba los consejos de aquellos que 1) tenían una buena relación con Jehová y 2) entendían bien su situación
2025480,45,8Ístu ju je exeni máteru ambe engajtsïni Dabidi jorhendajka,"Por ejemplo, cuando quiso saber si podría hacer las paces con el rey Saúl, buscó el consejo de Jonatán, el hijo de Saúl"
2025480,46,Ima jiókuarhisïreendi imeecheeri konsejuni engaksï sési pájpereenga Tata Diosï Jeoba jingoni ka engaksï sési kurhangukuenga Dabidini,¿Por qué era Jonatán la persona más indicada en este caso
2025480,47,"Pori ejemplu, jiáni enga Dabidi uékeenga míteni sini úpirini sési pájperantani rei Saúli jingoni, Jonatánini niraspti jirinhantani para konseju kurhakuni, jo, Saúli uájpani",Porque tenía una buena relación con Jehová y además conocía muy bien a Saúl (1 Sam
2025480,48,¿Andisï imani nípi jirinhantani,¿Cómo podemos imitar el ejemplo de David?
2025480,49,Jimboka Dabidi sési mítespka eska Jonatáni sési pájperasïreenga Tata Diosï Jeoba jingoni ka ístu sési mítespti Saúlini (1 Sam,"9.Si necesitamos un consejo, ¿a quién se lo debemos pedir"
2025480,50,¿Nénachi uaa juchajtu májkueni úni eska Dabidi?,Ponga un ejemplo (Proverbios 13:20).
2025480,51,9.¿Nénchi niua andarhierani engachi konseju ma uétarhinchani jauaka,"9Cuando necesitemos un consejo sobre algo, es bueno que se lo pidamos a alguien que 1) tenga una buena relación con Jehová y 2) tenga experiencia en ese tema(leaProverbios 13:20).aPor ejemplo, imaginemos que un hermano joven desea casarse"
2025480,52,Úra je ejemplu ma (Proverbios 13:20).,¿A quién podría pedirle consejo
2025480,53,"9Engachi konseju ma uétarhinchani jauaka, sési jauati imani kʼuiripuechani konseju kurhakuani engaksï sési jauaka Tata Diosï Jeoba jingoni ka engaksï sési míteka indeeri ambe engachi nitamakuarhini jaka(arhinta jeProverbios 13:20).aPori ejemplu, ju je eranhaskani eska erachi ma uékaxaka tembuchani",Un amigo soltero puede darle consejos útiles si están basados en los principios bíblicos
2025480,54,I erachi úpirindi amigu jémbani ma kurhamarhini enga no tembuchatini jaka ka enga ambarhati konsejuecha íntsauaka Biblia jingoni,"Pero el joven seguramente reciba consejos más prácticos y específicos si le pregunta a una pareja espiritual, que lo conozca bien y que lleve felizmente casada un tiempo."
2025480,55,"Joperu sánderu marhuakuati enga temungurhirini ma niraska andarhierani, indeni temungurhirini enga sési jaka Tata Diosï Jeoba jingoni ka engaksï ióni sési irekuarhikia",10.¿Qué veremos ahora?
2025480,56,I temungurhiri uaati kánikua jarhuatani tumbini ka imani ambe aianguni enga kánikua marhuakuaka.,10Ya hemos analizado qué dos cualidades necesitamos y quién puede darnos buenos consejos
2025480,57,10.¿Iásïchi ambe exeaia?,Veamos ahora por qué debemos tener una mente abierta y si es buena idea pedirles a los demás que decidan por nosotros.
2025480,58,10Exeaskachia kualidadiichani engachi jatsika para xarhataani ka ístu né engajtsïni uaaka ambakiti konseju ma íntskuni,"11, 12.a) ¿Qué no deberíamos hacer"
2025480,59,"Iásï, ju je exeni nénachi uaa xarhatani eskachi sési jimbo uétarhinchaxaka konseju ma ka sini sési jarhaski kurhakuni nemani eskajtsïni arhiaka ambe úni.",b) ¿Qué hizo Rehoboam cuando tuvo que tomar una decisión importante?
2025480,60,"11, 12.a) ¿Ambechi no jatsiski para úni",11Puede que a veces alguien le pida consejo a otra persona para tomar una decisión pero en el fondo ya la haya tomado y solo esté buscando que le den la razón
2025480,61,b) ¿Ambe úspi Reoboami engaksï israeliteecha jarhuajperata kurhakupka?,Quien hace eso no tiene la mente abierta
2025480,62,"11Máru kʼuiripuechaksï t’uini exesïndia ambe úni joperuksï konseju kurhajkuarhini jarhasïndi nomasi paraka nema arhiauaka eska sési jarhaska ambe engaksï erakukia úni, joperu inde ambe no sési jarhasti",El mal ejemplo del rey Rehoboam puede servirnos a todos de advertencia.
2025480,63,Ju je exeni rei Reoboamiiri ejempluni,"12Rehoboam se convirtió en rey de Israel cuando su padre, Salomón, murió"
2025480,64,Ambe enga ima úpka exerasïndijtsïni eskachi no jatsiska para májkueni jámani.,"En ese tiempo, la nación era muy próspera, pero los israelitas se quejaron de que Salomón les había exigido demasiado"
2025480,65,"12Enga na Salomóni uarhipkia, Reoboami niáraspti jindeeni Israeli anapu rei",Así que le pidieron a Rehoboam que les aligerara su carga de trabajo
2025480,66,"Imani tiempu jimbo, iámindu ireta ambakiti ambe jatsispti, joperu israeliteechaksï ueenaspti uandani eska Salomóni jukari uinhamu ánchitaaspka",El rey les contestó que necesitaba tiempo para pensarlo
2025480,67,"Ísï jimbo, arhisptiksï Reoboamini eska nóteru xáni uinhamu ánchitaapiringia ka ima arhiaspti eskaksï erokapiringa paraka exepiringa néna jarhuataapirini","Y empezó bien, porque les pidió consejo a los ancianos que hasta entonces habían ayudado a Salomón (1 Rey"
2025480,68,"Tátsekua niraspti kurhamarhiani imani achamasïichani engaksï Salomónini jarhuateenga, ka kurhamarhiaspti néna jámapirini (1 Rey","Sin embargo, luego rechazó el consejo que le dieron"
2025480,69,Joperu Reoboami no kasu úkuaspti ambe engaksï arhipka,¿Será que ya había decidido lo que quería hacer y solo estaba buscando que alguien le diera larazón
2025480,70,Jamberi eratsepti eskaksï arhipiringaeska sési jarhaspka ambe enga Reoboami tʼuini eratsepkia úni,"Si así fue, eso explicaría por qué después les preguntó a sus amigos más jóvenes, quienes le dijeron justo lo que quería oír (1 Rey"
2025480,71,"Joperu no ísï úkuarhispti, jimbosï Reoboami ménderu imeeri amiguecha jingoni nípti engaksï sánderu sapichku japka, ka indeechaksï kʼóru arhispti eska sési jarhaspka ambe enga Reoboami erakupkia úni (1 Rey","Rehoboam les hizo caso y, como resultado, una parte de la nación se rebeló"
2025480,72,"Reoboami indeechani kasu úkuaspti ka inde ambe úspti eskaksï máru israeliteecha nóteru uékapiringia kurhajchani, ka jiáni uératini, Reoboami uánikua problemechani niáraspti jatsiani (1 Rey","De ahí en adelante, el reinado de Rehoboam estuvo lleno de problemas (1 Rey"
2025480,73,13.¿Néna uaa míteni sini meru uékasïni konseju ma?,13.¿Qué nos ayudará a saber si tenemos una mente abierta?
2025480,74,13¿Ambechi jorhenguarhisïni Reoboamiiri ambe,13¿Qué podemos aprender de lo que le pasó a Rehoboam
2025480,75,Eskachi no jatsiska para kurhajkuarhini konseju ma nomasi parachi arhinhani eska sési jarhaska ambe engachi erakukia úni,"Que, si pedimos un consejo, debemos hacerlo con una mente abierta, es decir, sin que en el fondo ya tengamos tomada una decisión"
2025480,76,"Ísï jimbo, ju je kurhamarhikuarhini: “¿Ískuni kurhajchaasïni imeechani engajtsïni máteru ambe arhijka ka no imani ambe engani ji uékani jaka úni?”.","Preguntémonos: “Si pido un consejo y no me dicen lo que quiero oír, ¿lo rechazo de inmediato?”"
2025480,77,14.¿Ambechi no jatsiski para mirikurhini,Pongamos un ejemplo.
2025480,78,Úra je ejemplu ma (ístu exe je imajenini).,14.¿Qué no debemos olvidar
2025480,79,"14Ju je eranhaskani eska erachi ma ánchikuarhita ma intsïnhaxaka nani enga kánikua sentabu andaaka, joperu jatsisti para iauanisï nirani ánchikuarhini ka ióni sáni",Ponga un ejemplo (vea también la imagen).
2025480,80,"Inde erachi, orhejtsïkutini ma aiangusïndi para konseju ma kurhakuni ante de jiókuarhini ánchikuarhitani",14Imaginemos que a un hermano le ofrecen un trabajo que tiene un buen sueldo pero que implica pasar largas temporadas lejos de su familia
2025480,81,I orhejtsïkuti Bibliani úrasïndi para miátantani eska indeeri sánderu k’éri responsabilidadi jindeeska jarhuatani familiani para sési marhuakuni jarhani Tata Diosï Jeobani (Éfes,"Antes de dar una respuesta, le pide consejo a un anciano"
2025480,82,"Enga erachi kurhaajka ini ambe, no kasu úkusïndi orhejtsïkutini ka máteru erachiichani kurhamarhiasïndi, astaka máechakua arhijka eska jiókuarhiaka ánchikuarhitani",Este utiliza la Biblia para recordarle que su responsabilidad principal es atender las necesidades espirituales de su familia (Efes
2025480,83,Ju je no mirikurhini eska juchaari mintsita traisionerueska (Jer,"De inmediato, el hermano decide que no está de acuerdo con el anciano y sigue preguntándoles a otros hermanos hasta que por fin uno le aconseja que acepte el trabajo"
2025480,84,"Ísï jimbo, ¿inde erachi sési jimbo uékaxapi konseju ma o t’uini erakuspia ambe úni","¿Estaba buscando un consejo, o en el fondo estaba buscando que alguien le dijera lo mismo que él ya había decidido?No olvidemos que el corazón es traicionero (Jer"
2025480,85,"Ménisï,erachiichajtsïni ambakiti konseju ma íntskusïndi joperuchi jucha no uékasïnga kurhajchaani.","A veces, el consejo que más necesitamos es el que menos queremos oír."
2025480,86,"¿Sési jimbochi uékasïni konseju ma, ochi solu uékasïni kurhaani ambe engachi jucha uéjka","¿Estamos buscando un consejo, o en el fondo solo estamos buscando a alguien que nos dé la razón"
2025480,87,(Exe je párrafu 14).,(Vea el párrafo 14).
2025480,88,"15.¿Ambechi no jatsiski para úni, ka andi?","15.¿Qué no debemos hacer, y por qué?"
2025480,89,15Tata Diosï Jeoba uékasïndi eska kristianu ma jandiajku erakuaka ambe úni (Gal,15Jehová espera que cada cristiano decida por sí mismo (Gál
2025480,90,"Ísï jimbo, ante dechi uandani ambechi uékaxaki úni, jatsiskachi para exeni ambe uandasïni Biblia ka ístuksï néna eratsesïni ima kristianuecha engaksï eratsekua jukarikia","Como hemos visto, antes de tomar una decisión, es bueno buscar la guía de la Biblia y de hermanos maduros"
2025480,91,"Joperuchi kʼóru no méni jurajkuaka eskajtsïni arhiaka: “Jo, indeni ambe ú o arisï ú”","Ahora bien, lo que no debemos hacer es pedirles que decidan por nosotros"
2025480,92,Nóchi nipiringa juchaari amigu jingoni ka kurhamarhini: “¿T’u ambe úpirini?”,Así que no iríamos a alguien de confianza y le preguntaríamos: “¿Qué harías tú en mi lugar?”
2025480,93,Níjtuchi jatsi para ísï jámani eska máteruecha ka no sáni eratsentani nénachi exesïni jucha indeni ambe engachi uékani jaka úni.,"Por otro lado, tampoco estaría bien copiar lo que hacen los demás sin detenernos a pensar en el tema por nosotros mismos."
2025480,94,16.¿Ambeksï jatsispi para erakuni úni Korintu anapu kristianuecha,16.¿Qué decisión tenían que tomar los cristianos de Corinto
2025480,95,"(1 Korintu 8:7;10:25, 26).","(1 Corintios 8:7;10:25, 26)."
2025480,96,16Ju je exeni ambe enga úkuarhipka primeru siglurhu Korintu anapu kúnguarhikua jingoni,16Veamos algo que pasó en el siglo primero en la congregación de Corinto
2025480,97,Ima kristianuechaksï jatsispti para exeni sinksï piápirini ka arhani imani kʼuiripetani enga jamberi úranhapka para diosï úkatechani kéjtsïtakuani,Aquellos cristianos tenían que tomar una decisión sobre la carne que quizás se había ofrecido a los ídolos
2025480,98,"Apostoli Pablu karakuaspti: “Juchachi mítetixaka eska diosï úkata ma méntku no ma ambe máeska parhakpinirhu, ka ístuchi mítetixaka eska ma Tata Diosïjkusï jaka” (1 Kor",Pablo les escribió: “Sabemos que un ídolo no es nada en el mundo y que no hay más que un solo Dios” (1 Cor
2025480,99,Jamberi jimboksïsï máru kristianuecha uandapti eskaksï piápiringa indeni kʼuiripetani nájkiruka jamberi tʼuini diosï úkata ma kéjtsïtaminhapiringia,"Por eso, algunos decidieron que podían comer la carne que compraban en la carnicería aunque antes tal vez se hubiera ofrecido a los ídolos"
2025480,100,"Joperu máteru kristianuechaksï uandaspti eskaksï no apiringa indeni kʼuiripetani jimboka imeecheeri konsiensia no sési pʼikuastaapiringa(arhinta je1 Korintu 8:7;10:25, 26).Jiájkani, mándani kristianu jatsispti para exeni ambe úpirini","Otros decidieron que no comerían esa carne porque les molestaría la conciencia(lea1 Corintios 8:7;10:25, 26).Era una decisión personal"
2025480,101,"Apostoli Pablu no méni arhiaspti Korintu anapu kristianuechani eskaksï arhiapiringa máteruechani ambe úni, níjtu eskaksï úpiringa ambe engaksï máteruecha ueenga",Pablo nunca les dijo a los corintios que tomaran decisiones por los demás ni que copiaran lo que otros hacían
2025480,102,"Sánderu sési,Roma 14:10-12jimbo karakuaspti: “Mándani arhinchijatsiaka para aianguni Tata Diosïni ambe engachi xáni úka”.","Al contrario, enRomanos 14:10-12escribió: “Cada uno de nosotros rendirá cuentasde sí mismoa Dios”."
2025480,103,17.¿Ambe úpirini úkuarhini engachi májkueni úpiringa eska máteruecha,17.¿Qué puede pasar si solo copiamos lo que otros hacen
2025480,104,Úra je ejemplu ma (ístu exea je imajeniichani).,Ponga un ejemplo (vea también las imágenes).
2025480,105,17Jamberichi juchajtu úpiringa májkueni ambe nitamakuarhini,17¿Qué situación parecida podría darse en la actualidad
2025480,106,"Pori ejemplu, ju je eratsentani iurhiriiri ambe",Pensemos en eltema de las fracciones de la sangre
2025480,107,"Mándani kristianu jatsisti paraexeni sini jiókuarhia o nómbe indeni sánderu sapirhati seluleechani engaksï iurhirirhu jaka.bJamberichi jucha úkua jukanchajka kurhanguni iurhiriiri ambe, joperu juchaari responsabilidadiisti sési mítetini jarhani indeni ambe (Rom","Todo cristiano debe decidir si las aceptará o no.bPuede que nos cueste trabajo entender bien este asunto, pero tomar decisiones como esta es parte de nuestra responsabilidad como cristianos (Rom"
2025480,108,"Engachi solu imani ambe úpiringa engaksï máteruecha újka, nóchi jánhaskatiipiringa jimbokachi no úrani japiringa Bibliani parajtsïni arhini ambe engachi jatsika para úni (Ebr","Si solo copiáramos lo que otros hacen, podríamos debilitar nuestra conciencia"
2025480,109,"Ísï jimbo, orhetachi jatsiska para jucha ueenani inbestigarini ka exeni náki Biblieri prinsipiuechajtsïni uaa jarhuatani parachi seguru jarhani ambe úni",La única manera de entrenarla y fortalecerla es usándola (Heb
2025480,110,"Ka engachi exejka eskachi útasï kuerataxaka sési kurhanguni ambe ma, kánikua sési jauati eskachi konseju kurhakuaka ambakiti kristianuni ma.","Por tanto, si tenemos que tomar una decisión, en primer lugar debemos hacer nuestra propia investigación y ver qué principios bíblicos son aplicables en nuestra situación"
2025480,111,Jiántkuchisï jatsika para konseju ma kurhajkuarhini engachi na inbestigariuakia ima ambeeri engachi uéjka úni,"Y, si después sentimos que necesitamos ayuda para entender mejor el asunto, haremos bien en pedirle consejo a un cristiano maduro."
2025480,112,(Exe je párrafu 17).,Solo debemos pedir consejo después de haber hecho nuestra propia investigación
2025480,113,18.¿Ambe úskia Tata Diosï Jeoba juchantsïni jimbo?,(Vea el párrafo 17).
2025480,114,18Tata Diosï Jeoba jurajkusïndi eskachi jandiajku exeaka ambe úni ka ísïjtsïni xarhatachesïndi eskajtsïni kánikua mintsinharhisïnga,18.¿Qué ha hecho Jehová por nosotros?
2025480,115,"Joperu parajtsïni jarhuatani ambakiti ambe erakuni úni, íntskustijtsïni imeeri Karakatani ka ambakiti amiguechani engajtsïni jarhuatajka sési kurhanguani Biblieri prinsipiuechani ka ísï úni","18Jehová nos permite tomar nuestras propias decisiones, y así nos demuestra que confía mucho en nosotros"
2025480,116,"Indeni ambe jingoni, Tata Diosï Jeoba xarhataxati eska ambakiti Taati máeska (Prov",Él nos ha dado su Palabra y también amigos maduros que pueden ayudarnos a entender cómo aplicar los principios bíblicos
2025480,117,"Ísï jimbo, ¿nénachi uaa xarhatakuni eskachi agradesidu jarhaska Tata Diosï jingoni jimbokajtsïni uánikua ambe íntskuxaka?",De esta manera ha cumplido con su responsabilidad como Padre (Prov
2025480,118,19.¿Nénachi uaa sési pʼikuastani Tata Diosï Jeobani?,¿Cómo podemos demostrarle que estamos agradecidos por todo lo que nos ha dado?
2025480,119,"19Ísï eska taati ma na tsípijki enga exejka eska uájpa jánguarhintaxaka marhuakuni Tata Diosï Jeobani, eratsekua jukariini, jánhaskatiini ka uékani jarhuatani máteruechani, Tata Diosï Jeobajtu kánikua sési pʼikuarherasïndi enga exejka eskachi jánguarhintaxaka marhuakuni, kurhajkuarhiani konsejuechani ka úkuecha jingoni k’éri ambe arhini Tata Diosï Jeobani.",19.¿Cómo podemos hacer feliz a Jehová?
2025480,120,¿Andichisï jatsi para kaxumbitiini ka jiókuarhini eskachi no iámindu ambe míteska?,"19A los padres les encanta ver cómo sus hijos se convierten en siervos de Jehová maduros, sabios y dispuestos a ayudar a los demás"
2025480,121,¿Andichisï jatsi para xarhatani eskachi sési jimbo uékasïnga konseju ma?,"De manera parecida, a nuestro Padre celestial le hace feliz ver que seguimos madurando espiritualmente, pidiendo consejo y tomando decisiones que le dan honra."
2025480,122,¿Andichisï no jatsi para jurajkuni eskaksï máteruecha uandaaka ambe engachi jatsika para úni?,¿Por qué debemos ser humildes y modestos?
2025480,123,PIREKUA 127Jánguarhintaaka ísïini eska Jeoba na uéjka,¿Por qué debemos tener una mente abierta?
2025480,124,"aMénisï, engachi uékaaka sánderu míteni sentabueri ambe, doktoricheeri ambe o máteru ambeeri, jamberi sési jauati eskachi imani kʼuiripuechani kurhamarhiauaka engaksï no Testigueka.",¿Por qué no deberíamos pedirles a los demás que decidan por nosotros?
2025480,125,"bExentaakajtsï sánderu informasioni librurhuTsípikua jingoni ireka je,jorhenguarhikua 39, puntu 5ka partini “Ístu exe je ini ambe”.",CANCIÓN 127La clase de persona que debo ser
2025480,126,cAMBE ENGAKSÏ XARHATAJKA IMAJENIICHA:Orhejtsïkuti ma uandontskuarhekuxati máteru orhejtsïkutini imani ambe jimbo enga uandapka tánguarhikua ma jimbo engaksï jatsipka.,"aEn ocasiones, tal vez sea adecuado consultar con personas que no sirven a Jehová sobre temas económicos, médicos o de otro tipo."
2025480,127,,"bEncontrará una explicación detallada en el libroDisfrute de la vida,lección 39, punto 5y la sección “Descubra algo más”."
2025480,128,,cDESCRIPCIÓN DE LAS IMÁGENES:Un anciano le da un consejo a otro anciano sobre la manera en la que habló poco antes en una reunión.
