article_id,sentence_number,purepecha,spanish
2025480,19,Andisïni no jatsi parani máteruechani kurhamarhiani ambe uaa ji,Qué cualidades necesitamos si queremos beneficiarnos de los consejos que recibamos
2025480,20,Náki kualidadiichanchi jatsiski para xarhataani engachi uéjka eskajtsïni marhuacheaka konsejuecha,"Para beneficiarnos de los buenos consejos que recibamos, tenemos que serhumildesymodestos"
2025480,21,"Parajtsïni marhuacheni konseju ma, jatsiskachi parakaxumbitiinikajiókuarhini eskachi no iámindu ambe míteska",Debemos admitir que a menudo tomaremos mejores decisiones si le pedimos consejo a alguien que tenga más experiencia o sepa más que nosotros
2025480,22,"Ísï jimbo, parajtsïni sési uérachini ambe ma, jatsiskachi para imani kʼuiripueni kurhakuni konseju ma enga sánderu ambe míteka eska jucha","Sin estas cualidades, Jehová no podrá ayudarnos y, entonces, no veremos la necesidad de aplicar los consejos que leamos en su Palabra (Miq"
2025480,23,Engachi no xarhatauaka indeni kualidadiichani Tata Diosï Jeobajtsïni no uaati jarhuatani ka sánderu úkua jukaati ísï úni eskaksï Biblieri konsejuecha na uandajka (Miq,"Pero, si somos humildes, tendremos losoídos abiertos a cualquier consejo que venga de la Biblia"
2025480,24,"Joperu engachi kaxumbitiiska, sánderuchi jingontku jauaka parachi ísï úni eska Biblia na uandajka",Por qué podría haberse vuelto orgulloso el rey David
2025480,25,Ambe ka ambe jimbo úpirini kʼéramakuarhini rei Dabidi,"Veamos lo que podemos aprender del ejemplo del rey David, que fue humilde a pesar de sus logros y habilidades"
2025480,26,"Iásï, ju je exeni ambechi uaa jorhenguarhini rei Dabidiiri ambe","Muchos años antes de ser rey, ya era un músico famoso, y hasta tocaba delante del rey Saúl ("
2025480,27,Ima kaxumbitiispti nájkiruka uánikua ambe úpkia ka mámaru ambe jorhenani úni,"Cuando Jehová lo eligió para que fuera el siguiente rey, lo llenó de poder con su espíritu santo ("
2025480,28,"Ante de reini, ima kánikua sési kústasïreendi ka asta kústakusïreendi rei Saúlini (","Y el pueblo lo aclamaba porque había derrotado a muchísimos enemigos, como Goliat, el gigante filisteo ("
2025480,29,"Ísï jimbo, enga Tata Diosï Jeoba erakupka paraka reipiringa, íntskuspti uinhapikua imeeri espiritu santu jimbo (","Si hubiera sido orgulloso, David podría haber pensado"
2025480,30,"Ka enga ireta exeenga Dabidini, k’éri ambe arhisïreendi jimboka ima uándikuspka Goliatini, achamasïni ma enga kánikua iójtarhapka ka Filistea anapueni (","“Con todo lo que he logrado en mi vida, no necesito que nadie me dé consejos”"
2025480,31,Joperu Dabidi no méni kʼéramakuarhispti nijtu eratsepi,Pero él no era así
2025480,32,“No uétarhinchasïnga eskarini nema konseju íntskuaka jimbokani uánikua ambe úskia”,Cómo sabemos que David aceptaba con gusto que le dieran consejos
2025480,33,Nénachi míteski eska Dabidi jiókuarhiasïreenga imani konsejuechani enga intsïnhauenga,(Vea también la imagen)
2025480,34,(Ístu exe je imajenini),"Cuando David ya era rey, se rodeó de hombres de confianza para que le dieran consejos ("
2025480,35,"Enga Dabidi na reiipkia, imani achamasïicha jingoni kúnguarhisïreendi engaksï ambakiti amiguepka ka engaksï ambarhati konsejuecha íntsaapiringa (","Y no es de extrañar, porque él siempre había estado dispuesto a escuchar buenos consejos, sin importar que se los diera un hombre o una mujer"
2025480,36,"Na uéjki acheeti o uarhiiti ma íntskuni konseju ma, méntkisï jingontku kurhajchaasïreendi","Eso fue lo que pasó con Abigaíl, la esposa de un hombre arrogante, egoísta y desagradecido llamado Nabal"
2025480,37,"Ka ísïsï úpti Abigaíli jingoni, enga Nabaliiri témbeepka, achamasï ma enga kʼéramakuarhienga, iámu ambe mínguarhini ka enga no ma ambe agradeseriuenga","David fue humilde e hizo caso de lo que ella le dijo, y gracias a eso evitó cometer un terrible error ("
2025480,38,Joperu Dabidi kaxumbitiispti ka ísï úspti eska Abigaíli na arhipka ka inde ambe jarhuataspti paraka Dabidino no sési ambe niátapiringa (,El rey David fue humilde e hizo caso del consejo de Abigaíl
2025480,39,"Rei Dabidi kaxumbitiispti, jimbosï kasu úpti Abigaíliiri konsejuni",(Vea el párrafo
2025480,40,(Exe je párrafu,Qué lecciones nos enseña el ejemplo de David
2025480,41,Ambechi jorhenguarhisïni Dabidiiri ambe,(Eclesiastés
2025480,42,(Eclesiastés,; vea también las imágenes)
2025480,43,; ístu exea je imajeniichani),Qué lecciones nos enseña el ejemplo de David
2025480,44,Mámaru ambechi jorhenguarhisïnga Dabidiiri ambe,"Por un lado, que aunquetengamos mucho talento y cierta autoridad no debemos pensar que ya lo sabemos todo y que no necesitamos que nadie nos aconseje"
2025480,45,"Ísï eska ima, nóchi jatsiska para eratseni eskachi iámindu ambe míteskia o eskachi no uétarhinchasïnga eskajtsïni nema konseju íntskuaka jimbokachi uánikua ambe jorhenaska úni o juramukua jatsini","Por otro lado, tenemos que estar dispuestos a escuchar cualquier buen consejo, sin importar de quién venga(leaEclesiastés"
2025480,46,Ka ístu jatsiskachi para kurhajchaani imani konsejuechani engajtsïni máteruecha íntsauaka no arhiparini né uéjkijtsïni íntsaani(arhinta jeEclesiastés,Así será más probable que no cometamos graves errores que nos hagan daño a nosotros o a otras personas
2025480,47,"Engachi ísï úska, nóchi no sési ambe úkuarhinchaaka níjtu máteruechani no sési úkuani","Tenemos que estar dispuestos a escuchar cualquier buen consejo, sin importar de quién venga"
2025480,48,"Né uéjkijtsïni íntskuni konseju ma, jatsiskachi para jingontku kurhaani",(Vea el párrafo
2025480,49,(Exe je párrafu,Por qué hizo bien David en buscar el consejo de Jonatán
2025480,50,Andisï sési japi enga Dabidi Jonatánini nípka jirinhantani para konseju kurhakuni,Veamos otra lección que nos enseña el ejemplo de David
2025480,51,Ístu ju je exeni máteru ambe engajtsïni Dabidi jorhendajka,Él escuchaba los consejos de aquellos que
2025480,52,Ima jiókuarhisïreendi imeecheeri konsejuni engaksï sési pájpereenga Tata Diosï Jeoba jingoni ka engaksï sési kurhangukuenga Dabidini,) tenían una buena relación con Jehová y
2025480,53,"Pori ejemplu, jiáni enga Dabidi uékeenga míteni sini úpirini sési pájperantani rei Saúli jingoni, Jonatánini niraspti jirinhantani para konseju kurhakuni, jo, Saúli uájpani",) entendían bien su situación
2025480,54,Andisï imani nípi jirinhantani,"Por ejemplo, cuando quiso saber si podría hacer las paces con el rey Saúl, buscó el consejo de Jonatán, el hijo de Saúl"
2025480,55,Jimboka Dabidi sési mítespka eska Jonatáni sési pájperasïreenga Tata Diosï Jeoba jingoni ka ístu sési mítespti Saúlini (,Por qué era Jonatán la persona más indicada en este caso
2025480,56,Nénachi uaa juchajtu májkueni úni eska Dabidi,Porque tenía una buena relación con Jehová y además conocía muy bien a Saúl (
2025480,57,Nénchi niua andarhierani engachi konseju ma uétarhinchani jauaka,Cómo podemos imitar el ejemplo de David
2025480,58,Úra je ejemplu ma (Proverbios,"Si necesitamos un consejo,"
2025480,59,"Engachi konseju ma uétarhinchani jauaka, sési jauati imani kʼuiripuechani konseju kurhakuani engaksï sési jauaka Tata Diosï Jeoba jingoni ka engaksï sési míteka indeeri ambe engachi nitamakuarhini jaka(arhinta jeProverbios",a quién se lo debemos pedir
2025480,60,"aPori ejemplu, ju je eranhaskani eska erachi ma uékaxaka tembuchani",Ponga un ejemplo (Proverbios
2025480,61,I erachi úpirindi amigu jémbani ma kurhamarhini enga no tembuchatini jaka ka enga ambarhati konsejuecha íntsauaka Biblia jingoni,"Cuando necesitemos un consejo sobre algo, es bueno que se lo pidamos a alguien que"
2025480,62,"Joperu sánderu marhuakuati enga temungurhirini ma niraska andarhierani, indeni temungurhirini enga sési jaka Tata Diosï Jeoba jingoni ka engaksï ióni sési irekuarhikia",) tenga una buena relación con Jehová y
2025480,63,I temungurhiri uaati kánikua jarhuatani tumbini ka imani ambe aianguni enga kánikua marhuakuaka,) tenga experiencia en ese tema(leaProverbios
2025480,64,Iásïchi ambe exeaia,"aPor ejemplo, imaginemos que un hermano joven desea casarse"
2025480,65,Exeaskachia kualidadiichani engachi jatsika para xarhataani ka ístu né engajtsïni uaaka ambakiti konseju ma íntskuni,A quién podría pedirle consejo
2025480,66,"Iásï, ju je exeni nénachi uaa xarhatani eskachi sési jimbo uétarhinchaxaka konseju ma ka sini sési jarhaski kurhakuni nemani eskajtsïni arhiaka ambe úni",Un amigo soltero puede darle consejos útiles si están basados en los principios bíblicos
2025480,67,Ambechi no jatsiski para úni,"Pero el joven seguramente reciba consejos más prácticos y específicos si le pregunta a una pareja espiritual, que lo conozca bien y que lleve felizmente casada un tiempo"
2025480,68,Ambe úspi Reoboami engaksï israeliteecha jarhuajperata kurhakupka,Qué veremos ahora
2025480,69,"Máru kʼuiripuechaksï t’uini exesïndia ambe úni joperuksï konseju kurhajkuarhini jarhasïndi nomasi paraka nema arhiauaka eska sési jarhaska ambe engaksï erakukia úni, joperu inde ambe no sési jarhasti",Ya hemos analizado qué dos cualidades necesitamos y quién puede darnos buenos consejos
2025480,70,Ju je exeni rei Reoboamiiri ejempluni,Veamos ahora por qué debemos tener una mente abierta y si es buena idea pedirles a los demás que decidan por nosotros
2025480,71,Ambe enga ima úpka exerasïndijtsïni eskachi no jatsiska para májkueni jámani,Qué no deberíamos hacer
2025480,72,"Enga na Salomóni uarhipkia, Reoboami niáraspti jindeeni Israeli anapu rei",Qué hizo Rehoboam cuando tuvo que tomar una decisión importante
2025480,73,"Imani tiempu jimbo, iámindu ireta ambakiti ambe jatsispti, joperu israeliteechaksï ueenaspti uandani eska Salomóni jukari uinhamu ánchitaaspka",Puede que a veces alguien le pida consejo a otra persona para tomar una decisión pero en el fondo ya la haya tomado y solo esté buscando que le den la razón
2025480,74,"Ísï jimbo, arhisptiksï Reoboamini eska nóteru xáni uinhamu ánchitaapiringia ka ima arhiaspti eskaksï erokapiringa paraka exepiringa néna jarhuataapirini",Quien hace eso no tiene la mente abierta
2025480,75,"Tátsekua niraspti kurhamarhiani imani achamasïichani engaksï Salomónini jarhuateenga, ka kurhamarhiaspti néna jámapirini (",El mal ejemplo del rey Rehoboam puede servirnos a todos de advertencia
2025480,76,Joperu Reoboami no kasu úkuaspti ambe engaksï arhipka,"Rehoboam se convirtió en rey de Israel cuando su padre, Salomón, murió"
2025480,77,Jamberi eratsepti eskaksï arhipiringaeska sési jarhaspka ambe enga Reoboami tʼuini eratsepkia úni,"En ese tiempo, la nación era muy próspera, pero los israelitas se quejaron de que Salomón les había exigido demasiado"
2025480,78,"Joperu no ísï úkuarhispti, jimbosï Reoboami ménderu imeeri amiguecha jingoni nípti engaksï sánderu sapichku japka, ka indeechaksï kʼóru arhispti eska sési jarhaspka ambe enga Reoboami erakupkia úni (",Así que le pidieron a Rehoboam que les aligerara su carga de trabajo
2025480,79,"Reoboami indeechani kasu úkuaspti ka inde ambe úspti eskaksï máru israeliteecha nóteru uékapiringia kurhajchani, ka jiáni uératini, Reoboami uánikua problemechani niáraspti jatsiani (",El rey les contestó que necesitaba tiempo para pensarlo
2025480,80,Néna uaa míteni sini meru uékasïni konseju ma,"Y empezó bien, porque les pidió consejo a los ancianos que hasta entonces habían ayudado a Salomón ("
2025480,81,Ambechi jorhenguarhisïni Reoboamiiri ambe,"Sin embargo, luego rechazó el consejo que le dieron"
2025480,82,Eskachi no jatsiska para kurhajkuarhini konseju ma nomasi parachi arhinhani eska sési jarhaska ambe engachi erakukia úni,Será que ya había decidido lo que quería hacer y solo estaba buscando que alguien le diera larazón
2025480,83,"Ísï jimbo, ju je kurhamarhikuarhini","Si así fue, eso explicaría por qué después les preguntó a sus amigos más jóvenes, quienes le dijeron justo lo que quería oír ("
2025480,84,Ískuni kurhajchaasïni imeechani engajtsïni máteru ambe arhijka ka no imani ambe engani ji uékani jaka úni,"Rehoboam les hizo caso y, como resultado, una parte de la nación se rebeló"
2025480,85,Ambechi no jatsiski para mirikurhini,"De ahí en adelante, el reinado de Rehoboam estuvo lleno de problemas ("
2025480,86,Úra je ejemplu ma (ístu exe je imajenini),Qué nos ayudará a saber si tenemos una mente abierta
2025480,87,"Ju je eranhaskani eska erachi ma ánchikuarhita ma intsïnhaxaka nani enga kánikua sentabu andaaka, joperu jatsisti para iauanisï nirani ánchikuarhini ka ióni sáni",Qué podemos aprender de lo que le pasó a Rehoboam
2025480,88,"Inde erachi, orhejtsïkutini ma aiangusïndi para konseju ma kurhakuni ante de jiókuarhini ánchikuarhitani","Que, si pedimos un consejo, debemos hacerlo con una mente abierta, es decir, sin que en el fondo ya tengamos tomada una decisión"
2025480,89,I orhejtsïkuti Bibliani úrasïndi para miátantani eska indeeri sánderu k’éri responsabilidadi jindeeska jarhuatani familiani para sési marhuakuni jarhani Tata Diosï Jeobani (Éfes,Preguntémonos
2025480,90,"Enga erachi kurhaajka ini ambe, no kasu úkusïndi orhejtsïkutini ka máteru erachiichani kurhamarhiasïndi, astaka máechakua arhijka eska jiókuarhiaka ánchikuarhitani","“Si pido un consejo y no me dicen lo que quiero oír,"
2025480,91,Ju je no mirikurhini eska juchaari mintsita traisionerueska (Jer,lo rechazo de inmediato
2025480,92,inde erachi sési jimbo uékaxapi konseju ma o t’uini erakuspia ambe úni,Pongamos un ejemplo
2025480,93,"Ménisï,erachiichajtsïni ambakiti konseju ma íntskusïndi joperuchi jucha no uékasïnga kurhajchaani",Qué no debemos olvidar
2025480,94,"Sési jimbochi uékasïni konseju ma, ochi solu uékasïni kurhaani ambe engachi jucha uéjka",Ponga un ejemplo (vea también la imagen)
2025480,95,(Exe je párrafu,Imaginemos que a un hermano le ofrecen un trabajo que tiene un buen sueldo pero que implica pasar largas temporadas lejos de su familia
2025480,96,"Ambechi no jatsiski para úni, ka andi","Antes de dar una respuesta, le pide consejo a un anciano"
2025480,97,Tata Diosï Jeoba uékasïndi eska kristianu ma jandiajku erakuaka ambe úni (Gal,Este utiliza la Biblia para recordarle que su responsabilidad principal es atender las necesidades espirituales de su familia (Efes
2025480,98,"Ísï jimbo, ante dechi uandani ambechi uékaxaki úni, jatsiskachi para exeni ambe uandasïni Biblia ka ístuksï néna eratsesïni ima kristianuecha engaksï eratsekua jukarikia","De inmediato, el hermano decide que no está de acuerdo con el anciano y sigue preguntándoles a otros hermanos hasta que por fin uno le aconseja que acepte el trabajo"
2025480,99,Joperuchi kʼóru no méni jurajkuaka eskajtsïni arhiaka,"Estaba buscando un consejo, o en el fondo estaba buscando que alguien le dijera lo mismo que él ya había decidido"
2025480,100,"“Jo, indeni ambe ú o arisï ú”",No olvidemos que el corazón es traicionero (Jer
2025480,101,Nóchi nipiringa juchaari amigu jingoni ka kurhamarhini,"A veces, el consejo que más necesitamos es el que menos queremos oír"
2025480,102,T’u ambe úpirini,"Estamos buscando un consejo, o en el fondo solo estamos buscando a alguien que nos dé la razón"
2025480,103,Níjtuchi jatsi para ísï jámani eska máteruecha ka no sáni eratsentani nénachi exesïni jucha indeni ambe engachi uékani jaka úni,(Vea el párrafo
2025480,104,Ambeksï jatsispi para erakuni úni Korintu anapu kristianuecha,"Qué no debemos hacer, y por qué"
2025480,105,Ju je exeni ambe enga úkuarhipka primeru siglurhu Korintu anapu kúnguarhikua jingoni,Jehová espera que cada cristiano decida por sí mismo (Gál
2025480,106,Ima kristianuechaksï jatsispti para exeni sinksï piápirini ka arhani imani kʼuiripetani enga jamberi úranhapka para diosï úkatechani kéjtsïtakuani,"Como hemos visto, antes de tomar una decisión, es bueno buscar la guía de la Biblia y de hermanos maduros"
2025480,107,Apostoli Pablu karakuaspti,"Ahora bien, lo que no debemos hacer es pedirles que decidan por nosotros"
2025480,108,"“Juchachi mítetixaka eska diosï úkata ma méntku no ma ambe máeska parhakpinirhu, ka ístuchi mítetixaka eska ma Tata Diosïjkusï jaka” (",Así que no iríamos a alguien de confianza y le preguntaríamos
2025480,109,Jamberi jimboksïsï máru kristianuecha uandapti eskaksï piápiringa indeni kʼuiripetani nájkiruka jamberi tʼuini diosï úkata ma kéjtsïtaminhapiringia,Qué harías tú en mi lugar
2025480,110,Joperu máteru kristianuechaksï uandaspti eskaksï no apiringa indeni kʼuiripetani jimboka imeecheeri konsiensia no sési pʼikuastaapiringa(arhinta je,"Por otro lado, tampoco estaría bien copiar lo que hacen los demás sin detenernos a pensar en el tema por nosotros mismos"
2025480,111,"Jiájkani, mándani kristianu jatsispti para exeni ambe úpirini",Qué decisión tenían que tomar los cristianos de Corinto
2025480,112,"Apostoli Pablu no méni arhiaspti Korintu anapu kristianuechani eskaksï arhiapiringa máteruechani ambe úni, níjtu eskaksï úpiringa ambe engaksï máteruecha ueenga",Veamos algo que pasó en el siglo primero en la congregación de Corinto
2025480,113,"Sánderu sési,Roma",Aquellos cristianos tenían que tomar una decisión sobre la carne que quizás se había ofrecido a los ídolos
2025480,114,jimbo karakuaspti,Pablo les escribió
2025480,115,“Mándani arhinchijatsiaka para aianguni Tata Diosïni ambe engachi xáni úka”,“Sabemos que un ídolo no es nada en el mundo y que no hay más que un solo Dios” (
2025480,116,Ambe úpirini úkuarhini engachi májkueni úpiringa eska máteruecha,"Por eso, algunos decidieron que podían comer la carne que compraban en la carnicería aunque antes tal vez se hubiera ofrecido a los ídolos"
2025480,117,Úra je ejemplu ma (ístu exea je imajeniichani),Otros decidieron que no comerían esa carne porque les molestaría la conciencia(lea
2025480,118,Jamberichi juchajtu úpiringa májkueni ambe nitamakuarhini,Era una decisión personal
2025480,119,"Pori ejemplu, ju je eratsentani iurhiriiri ambe",Pablo nunca les dijo a los corintios que tomaran decisiones por los demás ni que copiaran lo que otros hacían
2025480,120,Mándani kristianu jatsisti paraexeni sini jiókuarhia o nómbe indeni sánderu sapirhati seluleechani engaksï iurhirirhu jaka,"Al contrario, enRomanos"
2025480,121,"bJamberichi jucha úkua jukanchajka kurhanguni iurhiriiri ambe, joperu juchaari responsabilidadiisti sési mítetini jarhani indeni ambe (Rom",“Cada uno de nosotros rendirá cuentasde sí mismoa Dios”
2025480,122,"Engachi solu imani ambe úpiringa engaksï máteruecha újka, nóchi jánhaskatiipiringa jimbokachi no úrani japiringa Bibliani parajtsïni arhini ambe engachi jatsika para úni (Ebr",Qué puede pasar si solo copiamos lo que otros hacen
2025480,123,"Ísï jimbo, orhetachi jatsiska para jucha ueenani inbestigarini ka exeni náki Biblieri prinsipiuechajtsïni uaa jarhuatani parachi seguru jarhani ambe úni",Ponga un ejemplo (vea también las imágenes)
2025480,124,"Ka engachi exejka eskachi útasï kuerataxaka sési kurhanguni ambe ma, kánikua sési jauati eskachi konseju kurhakuaka ambakiti kristianuni ma",Qué situación parecida podría darse en la actualidad
2025480,125,Jiántkuchisï jatsika para konseju ma kurhajkuarhini engachi na inbestigariuakia ima ambeeri engachi uéjka úni,Pensemos en eltema de las fracciones de la sangre
2025480,126,(Exe je párrafu,Todo cristiano debe decidir si las aceptará o no
2025480,127,Ambe úskia Tata Diosï Jeoba juchantsïni jimbo,"bPuede que nos cueste trabajo entender bien este asunto, pero tomar decisiones como esta es parte de nuestra responsabilidad como cristianos (Rom"
2025480,128,Tata Diosï Jeoba jurajkusïndi eskachi jandiajku exeaka ambe úni ka ísïjtsïni xarhatachesïndi eskajtsïni kánikua mintsinharhisïnga,"Si solo copiáramos lo que otros hacen, podríamos debilitar nuestra conciencia"
2025480,129,"Joperu parajtsïni jarhuatani ambakiti ambe erakuni úni, íntskustijtsïni imeeri Karakatani ka ambakiti amiguechani engajtsïni jarhuatajka sési kurhanguani Biblieri prinsipiuechani ka ísï úni",La única manera de entrenarla y fortalecerla es usándola (Heb
2025480,130,"Indeni ambe jingoni, Tata Diosï Jeoba xarhataxati eska ambakiti Taati máeska (Prov","Por tanto, si tenemos que tomar una decisión, en primer lugar debemos hacer nuestra propia investigación y ver qué principios bíblicos son aplicables en nuestra situación"
2025480,131,nénachi uaa xarhatakuni eskachi agradesidu jarhaska Tata Diosï jingoni jimbokajtsïni uánikua ambe íntskuxaka,"Y, si después sentimos que necesitamos ayuda para entender mejor el asunto, haremos bien en pedirle consejo a un cristiano maduro"
2025480,132,Nénachi uaa sési pʼikuastani Tata Diosï Jeobani,Solo debemos pedir consejo después de haber hecho nuestra propia investigación
2025480,133,"Ísï eska taati ma na tsípijki enga exejka eska uájpa jánguarhintaxaka marhuakuni Tata Diosï Jeobani, eratsekua jukariini, jánhaskatiini ka uékani jarhuatani máteruechani, Tata Diosï Jeobajtu kánikua sési pʼikuarherasïndi enga exejka eskachi jánguarhintaxaka marhuakuni, kurhajkuarhiani konsejuechani ka úkuecha jingoni k’éri ambe arhini Tata Diosï Jeobani",(Vea el párrafo
2025480,134,Andichisï jatsi para kaxumbitiini ka jiókuarhini eskachi no iámindu ambe míteska,Qué ha hecho Jehová por nosotros
2025480,135,Andichisï jatsi para xarhatani eskachi sési jimbo uékasïnga konseju ma,"Jehová nos permite tomar nuestras propias decisiones, y así nos demuestra que confía mucho en nosotros"
2025480,136,Andichisï no jatsi para jurajkuni eskaksï máteruecha uandaaka ambe engachi jatsika para úni,Él nos ha dado su Palabra y también amigos maduros que pueden ayudarnos a entender cómo aplicar los principios bíblicos
2025480,137,Jánguarhintaaka ísïini eska Jeoba na uéjka,De esta manera ha cumplido con su responsabilidad como Padre (Prov
2025480,138,"aMénisï, engachi uékaaka sánderu míteni sentabueri ambe, doktoricheeri ambe o máteru ambeeri, jamberi sési jauati eskachi imani kʼuiripuechani kurhamarhiauaka engaksï no Testigueka",Cómo podemos demostrarle que estamos agradecidos por todo lo que nos ha dado
2025480,139,"bExentaakajtsï sánderu informasioni librurhuTsípikua jingoni ireka je,jorhenguarhikua",Cómo podemos hacer feliz a Jehová
2025480,140,ka partini “Ístu exe je ini ambe”,"A los padres les encanta ver cómo sus hijos se convierten en siervos de Jehová maduros, sabios y dispuestos a ayudar a los demás"
2025480,141,cAMBE ENGAKSÏ XARHATAJKA IMAJENIICHA,"De manera parecida, a nuestro Padre celestial le hace feliz ver que seguimos madurando espiritualmente, pidiendo consejo y tomando decisiones que le dan honra"
2025480,142,Orhejtsïkuti ma uandontskuarhekuxati máteru orhejtsïkutini imani ambe jimbo enga uandapka tánguarhikua ma jimbo engaksï jatsipka,Por qué debemos ser humildes y modestos
2025480,143,,Por qué debemos tener una mente abierta
2025480,144,,Por qué no deberíamos pedirles a los demás que decidan por nosotros
2025480,145,,La clase de persona que debo ser
2025480,146,,"aEn ocasiones, tal vez sea adecuado consultar con personas que no sirven a Jehová sobre temas económicos, médicos o de otro tipo"
2025480,147,,"bEncontrará una explicación detallada en el libroDisfrute de la vida,lección"
2025480,148,,y la sección “Descubra algo más”
2025480,149,,cDESCRIPCIÓN DE LAS IMÁGENES
2025480,150,,Un anciano le da un consejo a otro anciano sobre la manera en la que habló poco antes en una reunión
2025481,1,“Arhistachiakakini tʼungini exeparini”(SAL,“Te aconsejaré con mis ojos puestos en ti”(SAL
2025481,2,AMBE ENGACHI JORHENGUARHIAKA,Cómo dar un consejo para que sea bueno y útil
2025481,3,Exeakachi néna íntspini ambakiti konseju ma ka enga marhuauaka,"Quiénes tienen que aconsejar a otros, y por qué"
2025481,4,"Neecha jatsiski para konseju íntspini, ka andi","A ALGUNAS personas les resulta fácil dar consejos, mientras que a otras les resulta difícil y se sienten incómodas"
2025481,5,"MÁRU kʼuiripuechaksï no úkua jukanchasïndi konseju íntspini, joperu máteruechaksï no agustu pʼikuarherasïndi ísï úni","Sea cual sea nuestro caso, todos tenemos que aconsejar a otros de vez en cuando"
2025481,6,Joperu iáminduechachi jatsiska para ísï úni jimboka ménisï uétarhisïnga konseju ma íntskuni nemani jimboka Jesúsi uandaspka eskaksï imeeri chúxapatiicha ísï mítekateepiringa eskaksï xénchperasïnga (Juanu,Porque Jesús dijo que el amor identificaría a sus verdaderos discípulos (Juan
2025481,7,"Ka parachi xarhatani eskachi xénchaasïnga erachiichani, ménisï uétarhiati eskachi konseju ma íntsauaka jimbokaksï uétarhinchaxaka",Y una manera de demostrar que amamos a nuestros hermanos es dándoles un consejo cuando lo necesiten
2025481,8,"Ístu, Biblia uandasïndi eska enga nema ambakiti konseju ma íntskujka nemani, niárasïngaksï sési pájperani (Prov",La Palabra de Dios dice que “de un consejo sincero” nace una “dulce amistad” (Prov
2025481,9,"Ambeksï jatsiski para sési míteni orhejtsïkutiicha, ka andi","Qué tienen que saber hacer los ancianos, y por qué"
2025481,10,(Ístu exe je rekuadruni “Néna íntspini konseju ma tánguarhikuarhu enga semanarhu jarhajka”),(Vea también el recuadro “Cómo dar consejos en la reunión de entre semana”)
2025481,11,Joperuksï orhejtsïkutiichasï jatsiti para sési míteni néna íntspini ambakiti konseju ma,"En especial, los ancianos tienen que saber cómo dar buenos consejos, pues Jehová y Jesús les han encargado la responsabilidad de pastorear a la congregación ("
2025481,12,Tata Diosï Jeoba ka Jesúsi indeechani arhiasti paraksï kuidariuani ka exeani jarhani kúnguarhikuarhu anapuechani (,Cómo cumplen con esa labor
